CAD,burned_fraction,dxb_dCAD,Qdot_W,q_W_m3,volume_m3
-10.9,5.252877506785532e-05,0.0001000521843567893,11.744481193439707,11331185.252601853,1.0364742020913438e-06
-10.8,6.32715519741409e-05,0.00011503554961643278,13.503281889672378,13049524.30114663,1.0347719639470596e-06
-10.7,7.558340227094069e-05,0.00013144443240038596,15.429414902163852,14935279.21080489,1.0330851324829254e-06
-10.6,8.961011132768349e-05,0.00014934350039496835,17.530471153897818,16996546.478377916,1.0314137154979767e-06
-10.5,0.00010550392982278911,0.00016879739144538285,19.814038065001583,19241456.185575645,1.0297577207204917e-06
-10.4,0.00012342357055936224,0.0001898707094991829,22.28769907657583,21678170.576835934,1.0281171558079354e-06
-10.3,0.00014353420485857882,0.0002126280201981526,24.959033133253794,24314882.574829653,1.0264920283469086e-06
-10.2,0.0001660074584928693,0.00023713384610414288,27.835614122792986,27159814.23177199,1.0248823458531036e-06
-10.1,0.00019102140712366864,0.00026345266154444375,30.925010271006606,30221215.114668347,1.0232881157712504e-06
-10.0,0.00021876057120394807,0.0002916488870623336,34.234783490349336,33507360.622634355,1.0217093454750836e-06
-9.9,0.0002494159103054087,0.00032178688345847495,37.77248868047512,37026550.2344408,1.020146042267272e-06
-9.8,0.00028318481682844025,0.00035393094540890575,41.54567297909436,40787105.68444757,1.0185982133793827e-06
-9.7,0.00032027110905250266,0.0003881452946454258,45.561874961463396,44797369.06510694,1.0170658659718463e-06
-9.6,0.00036088502348192205,0.0004244940726842512,49.82862378684803,49065700.85423667,1.0155490071338802e-06
-9.5,0.0004052432064416467,0.0004630413330888958,54.35343829031321,53600477.86527744,1.01404764388348e-06
-9.4,0.00045356870487484296,0.0005038510332533063,59.14382601819803,58410091.11877933,1.0125617831673403e-06
-9.3,0.0005060909562947657,0.0005469870256913899,64.20728220564959,63502943.63337778,1.011091431860831e-06
